text,target,prediction
when lil bro refills your water bottle cause it's a desert when i sleep... # cheering # lazysis,"joy,love",joy
a box of 80 @ krispykreme donuts.... # awesome now that is how to celebrate a birthday!! happy birthday!! need celebration donuts now!,"joy,love,optimism,surprise",joy
# pause you gotta luv march madness. mad?? more like # upset,"anger,pessimism,sadness",anger
i woke up too moody who gon die today : angry _ face :,"anger,disgust,pessimism",anger
# congress start charging back the dems # for taxpayers money waisted # pissed off with u,"anger,disgust",anger
@ cuttimecomic they are adorable!!! i need them all : loudly _ crying _ face :,joy,joy
why is an alarm clock going'off'when it actually turns on? # alarm # alarmclock # thursdaythoughts,"anger,disgust",
@ djsantero i'm feeling bad for the family dog. # nightmare,"fear,sadness",sadness
feeling # restless today for some unknown reason,"disgust,fear,sadness",
"then he will speak to them in his wrath, and terrify them in his fury, saying'as for me, i have set my king on zion, my holy hill. '","anger,anticipation,disgust,fear,pessimism",anger
"i'm not picky, guys are just intimidated by me... and i don't let dudes run over me or run my life and finances. if u can't respect that bye","anger,disgust",
how to get rich quick : step 43. get a suit fitted and panic.,"anticipation,fear",fear
@ obyezeks # women # powerful # sentiment chibok is nigeria # concern,"fear,optimism",fear
@ suannelqr @ cillizzacnn no she incriminated herself with a multitude of felonies over her 2 1 / 2 decades of # terror on the us # maga # potus45,"anger,disgust,fear,pessimism",fear
you know you chose a good husband when he prepares lunch for you early in the morning : revolving _ hearts : # tears,"joy,love,optimism",
@ morganwill _ x @ itv @ georgiadavies73 it's back to haunt us,"fear,pessimism",fear
@ bbcnews @ bbcbreaking i don't think it's very funny you guys bullying a man for struggling to put on a poncho # bully # bullies # bbc,"anger,disgust",anger
@ sarah _ edo just what in the hell is that supposed to mean? # offended j / k : cd,anger,anger
@ dobrienajc what did you do to rile up all the roberts?,"anticipation,surprise",anger
i loved you even when everyone told me it was a bad choice : confused _ face : # wish # you # stayed # away,"love,sadness",
"damn, y'all flamin'him. : face _ with _ tears _ of _ joy : i just thought it was funny. : face _ with _ tears _ of _ joy : : face _ with _ tears _ of _ joy :","anger,joy",joy
"siward, with him # father to # anger ; blunt not confessing # macduffwasgoing","anger,disgust",anger
getting a much needed root canal tomorrow! : grinning _ squinting _ face :,"anticipation,fear",joy
@ riley _ sager happy us publication day riley!! so excited for you and for everyone who is yet to read the amazing # finalgirls # twodaysfor : united _ kingdom :,"joy,love",joy
@ 3 _ mile _ rock indeed : astonished _ face : always a # worry for our # homeland # gibraltar # spain # tale or # foretelling # future # great # short # story,"fear,optimism,surprise",
@ hymie094 me too..... without hesitation.,,optimism
"@ bobandtom @ chickmcgee1 @ thatjosharnold not religious, but a game that the inuit women play - first one to laugh, or breathless, losses.","anticipation,joy",
@ f3alpha # f3roswell # preblast i've been handed the keys to roswell area park. see you in the gloom. be ready to slip & amp ; slide at 0530,"joy,love,surprise,trust",
"@ narendramodi sir, people need revenge","anger,disgust",anger
"how we are ruining america is a false liberal slogan, conveying resistance folk shrieking out in impotent rage about the losing bigly.","anger,disgust,pessimism,sadness",anger
# pissed hate losing more than montrezl harrell why have meteorologists been so impressive after that pick.,"anger,disgust",anger
"thank you for the m line construction @ mta. sincerely, all j train riders essex to bway junction. # nycsubway","anger,anticipation,joy",joy
so happy steven and i were together to experience that : revolving _ hearts : she's so beautiful,"joy,love,optimism",joy
@ realdonaldtrump psalm 149 : 4 for the # lord takes # pleasure in his # people ; he will beautify the # humble with # salvation.,"joy,love,optimism",joy
"if you see @ mikeghealey these next few days, give him a disappointing head shake....... he broke my pop socket..","anger,disgust,sadness",anger
@ khizthigh lol idk really : s khair good luck,"joy,optimism",joy
i hate you. i want to know how you feel about me though. because i want you to like me so i can break you. # darkerside # revenge # wasteoftime,"anger,disgust",anger
@ amyandrewsfox2 good morning amy # smiles : grinning _ face : it's good to be a @ lions fan. : hot _ beverage : : womans _ clothes : : highheeled _ shoe : : smiling _ face _ with _ sunglasses : : face _ blowing _ a _ kiss :,"joy,optimism",joy
i love this lifestyle!!! se4l # segc # sober,"joy,love,optimism",joy
just did yasso 800s for the first time. kinda fun ( maybe because i only did 4 ). : grinning _ face : thanks @ bartyasso!,"joy,optimism",joy
# irritated @ southwestair i'd be more than happy to call customer relations but ive been on hold this enitre time,"anger,disgust,joy,love,sadness",anger
i've used almost half of my printing money and it's the first day of the semester. # pissed,"anger,disgust",anger
@ rob _ bennett omg! are you kidding me with this? i thought pence was bad but they had to go even farther!,"anger,disgust,surprise",anger
the things i get myself into... # nervous # excited # prayforme,"fear,joy,optimism",fear
"if someone gives you a confidential memo regarding the president of u. s., and tells you to leak it to the press, alarm bells should go off",,anger
"i just tore my 2nd meniscus in 2 months what the fuck have you accomplished. but seriously, reaching maniacal laughter pain / wtf, self? - ness","anger,disgust",anger
no offense but i was team cap in civil war but i understood some of tony's reasoning,"anticipation,optimism,trust",
“ laugh as much as you breath and love as long as you live. ” ~ unknown # laugh,"joy,optimism",joy
this reminds me of cheer up's location lit,"anticipation,joy,optimism,surprise",
@ arrifaun this was such a great way to start the day lmao : rolling _ on _ the _ floor _ laughing : : face _ with _ tears _ of _ joy :,"joy,optimism",joy
are you serious?,anticipation,
hey @ apple i hope you guys don't release that # horrendous looking copper color. might as well walk around with a pocket full of pennies : face _ with _ tears _ of _ joy :,"anger,disgust,joy",joy
"# happiness can be found, created or curated. # depression # depressionawareness # depressed","pessimism,sadness",sadness
@ wajskhan some jurono play very smart dont support truth but give opinion in a way tht ensures government dont feel offended,"anger,disgust",optimism
salt + bleach + boiling water = horrible chlorine smell across the whole house good job me,disgust,
"what's wrong is always available so is what's right, you decide on what to focus. # success","anticipation,optimism,trust",optimism
"rejoice always, # pray continually, # givethanks in all circumstances ; for this is god ’ s will for you in christ jesus. 1 thess. 5 : 16 - 18 # joy","joy,optimism",joy
"# good # truth # jesus # truth psalms 103 : 8 the lord is merciful and loving, slow to become angry and full of constant love.","joy,optimism,trust",joy
@ richardhp @ realdonaldtrump should be. those inbred murderers deserve no less than to be put down like the rabid animals they are.,"anger,disgust,sadness",anger
a simple wallpaper ever : face _ with _ tears _ of _ joy :,"joy,optimism",joy
@ jennvalley14 there would be no hesitation in naming 50 other things i'd rather be doing rn,,
i want a friendship group like in friends : anguished _ face :,"anticipation,optimism,sadness",sadness
y'all spend every paycheck on a new pack of drugs to sell or guns y'all just threaten people with...,"anger,disgust,fear,sadness",anger
thx netflix for making me hooked on fosters!!! # anxiety # crying # cantturnitoff,"fear,sadness,surprise,trust",fear
@ gammarus @ steel _ con @ scott _ helme people know your serious now brother! # awesome,joy,joy
what are some good # funny # entertaining # interesting accounts i should follow? my twitter is dry,"anticipation,joy",joy
"in this state of # terror, you are far more susceptible to # addiction. : thinking _ face : also more likely to spend your # money in attempt to feel better.","anger,disgust,fear",fear
you can't stay mad at someone who makes you smile.,"joy,love,optimism",
"i know i have been ranting these for days, but fuck how can they dub weightlifting so poorly? : angry _ face :","anger,disgust",anger
# pit2pb a barnyard full instruments + 10 rockin'sheep = one fuming farmer with very little sleep! # funny # pit2pub # c # pb,"anger,joy",joy
"49 away from 1, 000 followers : grinning _ face : # whisky # whiskyfun # smiles # humour # giggles","joy,love,optimism,surprise",joy
@ torontohydro @ cityplacera when will 15 fort york have power? 2 : 01am and it's still # dark,fear,sadness
"elle : a delicious, dark, perverse work of intrigue, streaked with cruel humour. superb performance from isabelle huppert. a one off # elledvd","joy,love,trust",joy
"what a # waste of what was a # perfectly # good # planet, the # money must be # worth the # cost into the # future ( # eons # worth of # time ) i guess?","anger,disgust,sadness",
we have a global problem : illicit trade in # tobacco products presents a serious # threat to public # health. # untobaccocontrol @ fctcofficial,"anger,disgust,fear,pessimism",
my head feels like it's gonna burst : persevering _ face : one thing after another all the time : weary _ face :,"anger,disgust,sadness",sadness
. @ guardian soft - focus interview by a fellow friend of israel. # dull,disgust,
@ mikepicone55 heeheeee. : grinning _ squinting _ face : i'm at the point where both can happen simultaneously. it's very disappointing.,"anger,joy,pessimism,sadness",sadness
"and then when you tell those people, they ’ re wrong in their stance, they want to get mad and start bullshit. i don have time.","anger,disgust",anger
how fast the car can speed in not the concern but can the car stop in time incase of an emergency that is what u shud think about.,"anger,anticipation,optimism",
"# icbm parties in # pyongyang, people starving to death in the countryside. # irony # northkorea # awesome","anger,disgust,sadness",
threw away 7 bags worth of'junk'today! # relieved,"anger,joy,optimism,trust",
huddling before flames don't let poetry scare you production is wild # haiku,"fear,optimism",optimism
